"No.","Time","Source","Destination","Protocol","Length","Info","Data Length","Data","Bytes"
"3585","07:23:32.511554","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""A62CA""","","",""
"3586","07:23:32.512603","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3587","07:23:32.514869","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3588","07:23:32.537813","localhost ()","WbElectr_00:12:4a ()","SPP","19","Sent ""ATAR\\r""","","",""
"3589","07:23:32.540272","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3590","07:23:32.541668","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3591","07:23:32.543013","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3592","07:23:32.544430","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3593","07:23:32.550319","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""OP""","","",""
"3594","07:23:32.551602","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""PED\\r\\r""","","",""
"3595","07:23:32.552326","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd "">AR\\r""","","",""
"3596","07:23:32.553709","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"3597","07:23:32.558839","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3598","07:23:32.559612","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3599","07:23:32.562845","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3600","07:23:32.642180","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""ATSH797\\r""","","",""
"3601","07:23:32.645334","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3602","07:23:32.648133","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"3603","07:23:32.649939","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""TS""","","",""
"3604","07:23:32.651260","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""H7""","","",""
"3605","07:23:32.652734","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""97""","","",""
"3606","07:23:32.654144","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3607","07:23:32.655847","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"3608","07:23:32.656898","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3609","07:23:32.657901","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""K""","","",""
"3610","07:23:32.658982","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3611","07:23:32.660953","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3612","07:23:32.745870","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""ATFCH797\\r""","","",""
"3613","07:23:32.752883","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3614","07:23:32.754422","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"3615","07:23:32.755850","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3616","07:23:32.757704","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""FCH""","","",""
"3617","07:23:32.759041","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""7""","","",""
"3618","07:23:32.760506","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""97\\r""","","",""
"3619","07:23:32.762157","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""?""","","",""
"3620","07:23:32.763634","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3621","07:23:32.765082","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3622","07:23:32.767899","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3623","07:23:32.851349","localhost ()","WbElectr_00:12:4a ()","SPP","27","Sent ""ATFCSD300000\\r""","","",""
"3624","07:23:32.855384","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3625","07:23:32.856814","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3626","07:23:32.858060","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""A""","","",""
"3627","07:23:32.859414","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3628","07:23:32.861262","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""FCS""","","",""
"3629","07:23:32.862844","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""D300000""","","",""
"3630","07:23:32.864213","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3631","07:23:32.865774","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""O""","","",""
"3632","07:23:32.867567","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""K\\r""","","",""
"3633","07:23:32.869032","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3634","07:23:32.871148","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""\\r>""","","",""
"3635","07:23:32.874214","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3636","07:23:32.956980","localhost ()","WbElectr_00:12:4a ()","SPP","21","Sent ""0210C0\\r""","","",""
"3637","07:23:32.960458","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3638","07:23:32.962238","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""0""","","",""
"3639","07:23:32.963697","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""2""","","",""
"3640","07:23:32.965172","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""10""","","",""
"3641","07:23:32.966629","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""C0""","","",""
"3642","07:23:32.968176","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3643","07:23:32.976001","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221304\\r""","","",""
"3644","07:23:32.982878","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3645","07:23:32.984502","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3646","07:23:32.985887","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""TOP""","","",""
"3647","07:23:32.987467","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""P""","","",""
"3648","07:23:32.989497","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221156\\r""","","",""
"3649","07:23:32.991128","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""E""","","",""
"3650","07:23:32.993304","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""D\\r\\r""","","",""
"3651","07:23:32.994594","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd "">221304""","","",""
"3652","07:23:32.995990","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3653","07:23:32.997538","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3654","07:23:32.998957","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3655","07:23:33.000879","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3656","07:23:33.004489","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3657","07:23:33.010485","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3658","07:23:33.012321","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322132A\\r""","","",""
"3659","07:23:33.014040","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"3660","07:23:33.015434","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3661","07:23:33.016812","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""21""","","",""
"3662","07:23:33.018443","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3663","07:23:33.019934","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3664","07:23:33.021565","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""156\\r5""","","",""
"3665","07:23:33.023281","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""B3""","","",""
"3666","07:23:33.024800","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""6""","","",""
"3667","07:23:33.026262","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""6""","","",""
"3668","07:23:33.028416","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3669","07:23:33.029899","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #3670]","","",""
"3670","07:23:33.031152","WbElectr_00:12:4a ()","localhost ()","SPP","9","Rcvd ""ACFFFFFCEA6""","","",""
"3671","07:23:33.031886","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""2CA\\rS""","","",""
"3672","07:23:33.032647","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""TOPPED""","","",""
"3673","07:23:33.033433","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3674","07:23:33.034273","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #3675]","","",""
"3675","07:23:33.034953","WbElectr_00:12:4a ()","localhost ()","SPP","9","Rcvd ""\\r\\r>322132A\\r""","","",""
"3676","07:23:33.084238","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221103\\r""","","",""
"3677","07:23:33.095449","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3678","07:23:33.096734","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3679","07:23:33.098036","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3680","07:23:33.099879","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3681","07:23:33.101165","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3682","07:23:33.102750","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3683","07:23:33.104196","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""32211""","","",""
"3684","07:23:33.105110","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3685","07:23:33.106643","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""03\\r""","","",""
"3686","07:23:33.108727","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3687","07:23:33.129668","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221183\\r""","","",""
"3688","07:23:33.134096","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3689","07:23:33.135772","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3690","07:23:33.136788","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3691","07:23:33.138108","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3692","07:23:33.140660","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3693","07:23:33.146089","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322124E\\r""","","",""
"3694","07:23:33.150321","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"3695","07:23:33.152236","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""2118""","","",""
"3696","07:23:33.153644","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""3\\r""","","",""
"3697","07:23:33.154545","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3698","07:23:33.155581","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3699","07:23:33.156757","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3700","07:23:33.163783","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3701","07:23:33.164781","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3702","07:23:33.165698","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #3703]","","",""
"3703","07:23:33.166834","WbElectr_00:12:4a ()","localhost ()","SPP","9","Rcvd ""\\r\\r>322124E\\r""","","",""
"3704","07:23:33.167649","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3705","07:23:33.170273","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3706","07:23:33.201339","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322115D\\r""","","",""
"3707","07:23:33.205502","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3708","07:23:33.206743","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3709","07:23:33.208077","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3710","07:23:33.209998","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3711","07:23:33.211522","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""E""","","",""
"3712","07:23:33.212972","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""D\\r\\r>""","","",""
"3713","07:23:33.214928","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221203\\r""","","",""
"3714","07:23:33.216875","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""322115""","","",""
"3715","07:23:33.217608","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""D\\r""","","",""
"3716","07:23:33.219359","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3717","07:23:33.221597","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3718","07:23:33.223061","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3719","07:23:33.224295","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3720","07:23:33.226118","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3721","07:23:33.227122","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3722","07:23:33.229740","WbElectr_00:12:4a ()","localhost ()","HCI_ACL","21","Rcvd  [Reassembled in #3723]","","",""
"3723","07:23:33.230632","WbElectr_00:12:4a ()","localhost ()","SPP","10","Rcvd ""ED\\r\\r>3221203""","","",""
"3724","07:23:33.231526","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""\\r""","","",""
"3725","07:23:33.232996","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3726","07:23:33.247740","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221205\\r""","","",""
"3727","07:23:33.251875","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3728","07:23:33.253665","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3729","07:23:33.255654","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3730","07:23:33.257067","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3731","07:23:33.258913","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3732","07:23:33.260270","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3733","07:23:33.261752","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""322120""","","",""
"3734","07:23:33.262596","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""5\\r""","","",""
"3735","07:23:33.263723","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3736","07:23:33.266637","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3737","07:23:33.292855","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322124E\\r""","","",""
"3738","07:23:33.297809","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3739","07:23:33.299434","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3740","07:23:33.300742","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3741","07:23:33.302247","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3742","07:23:33.303689","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3743","07:23:33.305405","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3744","07:23:33.306903","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322115D\\r""","","",""
"3745","07:23:33.308089","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""322124""","","",""
"3746","07:23:33.308967","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""E\\r""","","",""
"3747","07:23:33.311552","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3748","07:23:33.312985","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3749","07:23:33.314336","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3750","07:23:33.315914","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3751","07:23:33.317805","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3752","07:23:33.319476","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""ED\\r\\r>3""","","",""
"3753","07:23:33.322513","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3754","07:23:33.323937","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""2211""","","",""
"3755","07:23:33.324805","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""5D\\r""","","",""
"3756","07:23:33.326540","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3757","07:23:33.335766","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221261\\r""","","",""
"3758","07:23:33.340334","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3759","07:23:33.341706","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3760","07:23:33.343054","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3761","07:23:33.344878","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3762","07:23:33.346461","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3763","07:23:33.347879","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3764","07:23:33.349302","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""32212""","","",""
"3765","07:23:33.350249","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3766","07:23:33.351342","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""61\\r""","","",""
"3767","07:23:33.353722","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3768","07:23:33.363007","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221262\\r""","","",""
"3769","07:23:33.367892","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3770","07:23:33.369218","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3771","07:23:33.370616","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3772","07:23:33.371897","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3773","07:23:33.373729","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3774","07:23:33.375340","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3775","07:23:33.376379","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221152\\r""","","",""
"3776","07:23:33.377877","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""3221""","","",""
"3777","07:23:33.379123","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""262\\r""","","",""
"3778","07:23:33.380593","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3779","07:23:33.381721","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3780","07:23:33.383050","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3781","07:23:33.384753","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3782","07:23:33.386178","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3783","07:23:33.387230","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3784","07:23:33.389218","WbElectr_00:12:4a ()","localhost ()","SPP","21","Rcvd ""ED\\r\\r>32""","","",""
"3785","07:23:33.390695","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""2115""","","",""
"3786","07:23:33.392701","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""2\\r""","","",""
"3787","07:23:33.393599","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3788","07:23:33.417707","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221151\\r""","","",""
"3789","07:23:33.421554","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3790","07:23:33.422953","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3791","07:23:33.424383","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3792","07:23:33.426107","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3793","07:23:33.427487","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3794","07:23:33.429133","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3795","07:23:33.430555","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""32211""","","",""
"3796","07:23:33.433296","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""51\\r""","","",""
"3797","07:23:33.434191","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3798","07:23:33.437968","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3799","07:23:33.445781","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221146\\r""","","",""
"3800","07:23:33.449916","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3801","07:23:33.451174","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3802","07:23:33.452531","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3803","07:23:33.458818","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3804","07:23:33.460068","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""ED""","","",""
"3805","07:23:33.462098","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""\\r\\r>""","","",""
"3806","07:23:33.464022","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""3221""","","",""
"3807","07:23:33.464998","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3808","07:23:33.468018","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3809","07:23:33.469210","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""146\\r""","","",""
"3810","07:23:33.488183","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""03221255\\r""","","",""
"3811","07:23:33.492811","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3812","07:23:33.494519","WbElectr_00:12:4a ()","localhost ()","RFCOMM","15","Rcvd UIH Channel=1 UID ","","",""
"3813","07:23:33.495674","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""S""","","",""
"3814","07:23:33.501009","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""T""","","",""
"3815","07:23:33.502268","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""OPP""","","",""
"3816","07:23:33.503488","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""ED\\r\\r>3""","","",""
"3817","07:23:33.504558","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""2212""","","",""
"3818","07:23:33.505987","WbElectr_00:12:4a ()","localhost ()","SPP","17","Rcvd ""55\\r""","","",""
"3819","07:23:33.507731","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3820","07:23:33.510647","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3821","07:23:33.525709","localhost ()","WbElectr_00:12:4a ()","SPP","22","Sent ""03221234\\r""","","",""
"3822","07:23:33.528568","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""5""","","",""
"3823","07:23:33.529755","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""B""","","",""
"3824","07:23:33.531255","WbElectr_00:12:4a ()","localhost ()","SPP","16","Rcvd ""36""","","",""
"3825","07:23:33.532865","WbElectr_00:12:4a ()","localhost ()","SPP","15","Rcvd ""6""","","",""
"3826","07:23:33.534213","WbElectr_00:12:4a ()","localhost ()","SPP","22","Rcvd ""ACFFFFFC""","","",""
"3827","07:23:33.535565","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""EA62""","","",""
"3828","07:23:33.536595","localhost ()","WbElectr_00:12:4a ()","RFCOMM","14","Sent UIH Channel=1 UID ","","",""
"3829","07:23:33.538245","WbElectr_00:12:4a ()","localhost ()","SPP","18","Rcvd ""CA\\rS""","","",""
"3830","07:23:33.539306","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""TOPPED""","","",""
"3831","07:23:33.540673","WbElectr_00:12:4a ()","localhost ()","SPP","19","Rcvd ""\\r\\r>32""","","",""
"3832","07:23:33.541994","WbElectr_00:12:4a ()","localhost ()","SPP","20","Rcvd ""21234\\r""","","",""
"3833","07:23:33.544197","controller","host","HCI_EVT","8","Rcvd Number of Completed Packets","","",""
"3834","07:23:33.581077","localhost ()","WbElectr_00:12:4a ()","SPP","23","Sent ""0322114E\\r""","","",""
